"species","decimalLongitude","decimalLatitude","countryCode","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode"
"Spodoptera frugiperda",34.941353,0.85232,"KE",NA,2.18455442503727e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.941567,0.855683,"KE",NA,2.18455442454321e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.948338,0.856222,"KE",NA,2.18455442404914e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.948522,0.8566,"KE",NA,2.18455442355507e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.947193,0.854405,"KE",NA,2.18455442306101e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.937355,0.844055,"KE",NA,2.18455442256694e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",38.81259,9.01519,"ET",NA,2.18455442207288e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.646424,1.809327,"UG",NA,2.18455442157881e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.41202,-0.795137,"KE",NA,2.18455442108475e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.447316,-0.75325,"KE",NA,2.18455442059068e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.349488,-1.702596,"RW",NA,2.18455442009661e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.272445,11.493308,"ET",NA,2.18455441960255e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.757185,1.864263,"UG",NA,2.18455441910848e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.93576,0.82601,"KE",NA,2.18455441861442e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.3157,7.2916,"ET",NA,2.18455441812035e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.930438,0.824098,"KE",NA,2.18455441762629e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.46028,7.48035,"ET",NA,2.18455441713222e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.548686,-1.776527,"RW",NA,2.18455441663815e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",30.047354,-1.617865,"RW",NA,2.18455441614409e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.920098,0.827515,"KE",NA,2.18455441565002e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.927933,0.828647,"KE",NA,2.18455441515596e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.927383,0.832535,"KE",NA,2.18455441466189e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.92715,0.832963,"KE",NA,2.18455441416783e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.926232,0.847783,"KE",NA,2.18455441367376e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.92553,0.847427,"KE",NA,2.1845544131797e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.936555,0.845752,"KE",NA,2.18455441268563e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.936997,0.845455,"KE",NA,2.18455441219156e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.62451,-1.887392,"RW",NA,2.1845544116975e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",30.08044,-1.651163,"RW",NA,2.18455441120343e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",31.639187,1.44992,"UG",NA,2.18455441070937e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.64046,1.795659,"UG",NA,2.1845544102153e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.476652,-4.604691,"TZ",NA,2.18455440972124e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.1234,7.223,"ET",NA,2.18455440922717e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.694331,-7.781261,"TZ",NA,2.1845544087331e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.346068,-8.960183,"TZ",NA,2.18455440823904e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.414238,-7.678468,"TZ",NA,2.18455440774497e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.316512,11.691536,"ET",NA,2.18455440725091e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.452613,-2.412035,"RW",NA,2.18455440675684e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.641302,-0.368578,"KE",NA,2.18455440626278e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.332535,11.595948,"ET",NA,2.18455440576871e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.080737,-6.879968,"TZ",NA,2.18455440527465e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.189471,2.062384,"UG",NA,2.18455440478058e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.272505,11.494858,"ET",NA,2.18455440428651e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.739172,1.865606,"UG",NA,2.18455440379245e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.457125,-2.412035,"RW",NA,2.18455440329838e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.061302,-4.376414,"TZ",NA,2.18455440280432e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.685493,0.957345,"UG",NA,2.18455440231025e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.998612,-4.337323,"TZ",NA,2.18455440181619e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.407082,-0.816055,"KE",NA,2.18455440132212e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.869219,0.790815,"KE",NA,2.18455440082805e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.60614,7.423,"ET",NA,2.18455440033399e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.177356,1.072637,"UG",NA,2.18455439983992e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.178051,1.075119,"UG",NA,2.18455439934586e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.002335,11.408671,"ET",NA,2.18455439885179e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.29801,1.334689,"UG",NA,2.18455439835773e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.641139,-0.368723,"KE",NA,2.18455439786366e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.002335,11.408571,"ET",NA,2.18455439736959e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.875777,1.176886,"KE",NA,2.18455439687553e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.885116,1.097635,"UG",NA,2.18455439638146e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.316761,11.693145,"ET",NA,2.1845543958874e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.671,7.6585,"ET",NA,2.18455439489927e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.1319,0.590557,"UG",NA,2.1845543944052e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.755852,7.618665,"ET",NA,2.18455439391114e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.701762,-7.780112,"TZ",NA,2.184554392923e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.515308,-3.408394,"TZ",NA,2.18455439242894e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.685486,0.957454,"UG",NA,2.18455439193487e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.665621,-0.415572,"KE",NA,2.18455439144081e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.001937,-6.820308,"TZ",NA,2.18455439094674e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.949372,11.521175,"ET",NA,2.18455439045268e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.522915,-2.410127,"RW",NA,2.18455438995861e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.630303,-8.8604,"TZ",NA,2.18455438946454e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.513139,-1.845849,"RW",NA,2.18455438897048e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.527287,11.534098,"ET",NA,2.18455438847641e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",31.793799,1.65298,"UG",NA,2.18455438798235e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.315758,11.6945,"ET",NA,2.18455438748828e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.936221,10.95201,"ET",NA,2.18455438699422e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.595717,-8.890546,"TZ",NA,2.18455438650015e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.501558,0.845906,"UG",NA,2.18455438600608e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.272452,11.493517,"ET",NA,2.18455438551202e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.050742,0.439675,"UG",NA,2.18455438501795e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",31.779557,1.658691,"UG",NA,2.18455438452389e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.450759,-2.412877,"RW",NA,2.18455438402982e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.451838,-2.412035,"RW",NA,2.18455438353576e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.466303,-2.541703,"RW",NA,2.18455438304169e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.644421,-0.386628,"KE",NA,2.18455438254763e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.272854,11.49501,"ET",NA,2.18455438205356e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",31.083753,0.769117,"UG",NA,2.18455438155949e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.036711,0.568512,"UG",NA,2.18455438106543e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.389655,1.843783,"UG",NA,2.18455438057136e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.345872,-8.960367,"TZ",NA,2.1845543800773e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.55753,7.423,"ET",NA,2.18455437958323e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",30.311559,-1.721789,"RW",NA,2.18455437908917e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.352697,-1.746228,"RW",NA,2.1845543785951e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.329134,11.68367,"ET",NA,2.18455437810103e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.523456,-1.878739,"RW",NA,2.18455437760697e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.326862,-1.642497,"RW",NA,2.1845543771129e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.402215,-6.932716,"TZ",NA,2.18455437661884e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.272603,11.494506,"ET",NA,2.18455437612477e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.3754,7.408139,"ET",NA,2.18455437563071e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.754067,-2.345046,"RW",NA,2.18455437513664e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.6304,-8.860407,"TZ",NA,2.18455437464257e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.316283,11.694618,"ET",NA,2.18455437414851e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.048837,3.568901,"UG",NA,2.18455437365444e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.389521,-4.522691,"TZ",NA,2.18455437316038e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.381495,-7.653269,"TZ",NA,2.18455437266631e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.603993,-8.885104,"TZ",NA,2.18455437217225e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.352274,-1.703423,"RW",NA,2.18455437167818e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.384538,11.593171,"ET",NA,2.18455437118412e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.400249,11.588381,"ET",NA,2.18455437069005e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.261488,-1.700432,"RW",NA,2.18455437019598e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",30.540358,-1.949337,"RW",NA,2.18455436970192e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.537287,11.534097,"ET",NA,2.18455436920785e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",31.721149,1.683668,"UG",NA,2.18455436871379e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.588759,-8.8887,"TZ",NA,2.18455436821972e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.674697,-8.827196,"TZ",NA,2.18455436772566e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.60753,7.4614,"ET",NA,2.18455436723159e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.008185,3.485497,"UG",NA,2.18455436673752e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",30.403456,-1.081081,"RW",NA,2.18455436624346e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.009137,-4.323937,"TZ",NA,2.18455436574939e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.290976,11.697747,"ET",NA,2.18455436525533e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.753777,0.50644,"UG",NA,2.18455436476126e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.124961,-4.300367,"TZ",NA,2.1845543642672e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",30.168377,-1.630376,"RW",NA,2.18455436377313e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.332883,11.959504,"ET",NA,2.18455436327907e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.315739,11.693716,"ET",NA,2.184554362785e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.352257,-1.70351,"RW",NA,2.18455436229093e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.814826,0.77252,"KE",NA,2.18455436179687e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.496979,1.40353,"UG",NA,2.1845543613028e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.364837,-6.386383,"TZ",NA,2.18455436080874e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.287467,-1.67953,"RW",NA,2.18455436031467e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.637988,-0.357405,"KE",NA,2.18455435982061e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.353533,-1.681252,"RW",NA,2.18455435932654e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.587512,1.847049,"UG",NA,2.18455435883247e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.607959,1.714809,"UG",NA,2.18455435833841e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",31.933103,2.827549,"UG",NA,2.18455435784434e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",31.789527,1.651498,"UG",NA,2.18455435735028e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.451892,-2.416109,"RW",NA,2.18455435685621e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.451513,-2.415812,"RW",NA,2.18455435636215e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.578032,-3.280982,"TZ",NA,2.18455435586808e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.875777,-1.176886,"KE",NA,2.18455435537401e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",30.279621,-1.604413,"RW",NA,2.18455435487995e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.349535,-1.690355,"RW",NA,2.18455435438588e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.733864,0.383962,"UG",NA,2.18455435389182e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.43635,-0.763183,"KE",NA,2.18455435290369e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.822335,0.798639,"KE",NA,2.18455435240962e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.600447,1.783219,"UG",NA,2.18455435191556e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.315993,11.694427,"ET",NA,2.18455435142149e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.60758,7.40614,"ET",NA,2.18455435092742e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.346836,-1.694683,"RW",NA,2.18455435043336e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.295645,-2.526902,"TZ",NA,2.18455434993929e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.709816,1.862319,"UG",NA,2.18455434944523e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.45022,-2.416028,"RW",NA,2.18455434895116e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",30.311441,-1.720473,"RW",NA,2.1845543484571e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.958506,0.523024,"UG",NA,2.18455434796303e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.352795,-1.746237,"RW",NA,2.18455434746896e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.027096,3.473074,"UG",NA,2.1845543469749e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.061288,-4.376611,"TZ",NA,2.18455434648083e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.800742,-1.14803,"KE",NA,2.18455434598677e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.347845,-1.700632,"RW",NA,2.1845543454927e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.125205,-4.300344,"TZ",NA,2.18455434499864e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.53333,-7.9172,"TZ",NA,2.18455434450457e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",31.909391,2.815645,"UG",NA,2.1845543440105e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.346942,-1.69414,"RW",NA,2.18455434351644e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.352283,-1.703443,"RW",NA,2.18455434302237e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.309724,-1.644455,"RW",NA,2.18455434252831e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.349404,-1.702035,"RW",NA,2.18455434203424e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",39.252,-6.240705,"TZ",NA,2.18455434154018e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.55753,7.42,"ET",NA,2.18455434104611e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.272454,11.493212,"ET",NA,2.18455434055205e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.286498,-8.706046,"TZ",NA,2.18455434005798e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.450135,-2.416103,"RW",NA,2.18455433956391e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.5537,7.423,"ET",NA,2.18455433906985e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",31.871724,2.818492,"UG",NA,2.18455433857578e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.352695,-1.746423,"RW",NA,2.18455433808172e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.2729,11.494781,"ET",NA,2.18455433758765e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.938461,0.323807,"UG",NA,2.18455433709359e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.442032,-8.901354,"TZ",NA,2.18455433659952e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
